Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Outstanding_Balance,DPD,Risk_Segment,State,Sanction_Date
LN04183,CUST04183,Business Loan,216953,36640,56,Medium,Delhi,2022-05-14
LN04184,CUST04184,Education Loan,225630,215894,176,High,Maharashtra,2023-12-17
LN04185,CUST04185,Home Loan,573348,60156,89,High,Maharashtra,2024-03-11
LN04186,CUST04186,Personal Loan,4573484,1869404,49,Medium,Telangana,2022-03-22
LN04187,CUST04187,Personal Loan,858336,89868,82,High,Karnataka,2021-10-30
LN04188,CUST04188,Personal Loan,2316205,743895,135,High,Maharashtra,2023-01-31
LN04189,CUST04189,Home Loan,3030288,2623110,176,High,Maharashtra,2025-03-09
LN04190,CUST04190,Education Loan,1483748,1332332,156,High,Karnataka,2020-05-02
LN04191,CUST04191,Education Loan,3389568,2578638,178,High,Delhi,2020-12-01
LN04192,CUST04192,Education Loan,3708672,1394552,58,Medium,Maharashtra,2024-09-24
LN04193,CUST04193,Business Loan,1784840,1230418,156,High,Delhi,2023-10-10
LN04194,CUST04194,Personal Loan,1849273,1199219,104,High,Karnataka,2022-11-01
LN04195,CUST04195,Auto Loan,1006676,762429,138,High,Delhi,2020-12-28
LN04196,CUST04196,Education Loan,3865774,825950,63,High,Delhi,2023-02-04
LN04197,CUST04197,Auto Loan,961507,97010,19,Medium,Maharashtra,2020-11-13
LN04198,CUST04198,Business Loan,1365763,558365,57,Medium,Telangana,2020-11-08
LN04199,CUST04199,Home Loan,4584581,4020045,130,High,Maharashtra,2021-12-16
LN04200,CUST04200,Personal Loan,3917874,3483715,153,High,Karnataka,2022-12-18
LN04201,CUST04201,Education Loan,2779374,360920,103,High,Delhi,2022-10-06
LN04202,CUST04202,Education Loan,846682,766916,11,Medium,Delhi,2024-03-27
LN04203,CUST04203,Auto Loan,4932179,1894518,1,Medium,Telangana,2022-12-06
LN04204,CUST04204,Home Loan,2284733,747229,19,Medium,Telangana,2020-09-17
LN04205,CUST04205,Education Loan,3779530,2096575,29,Medium,Delhi,2025-02-23
LN04206,CUST04206,Business Loan,978358,467293,151,High,Delhi,2023-04-01
LN04207,CUST04207,Business Loan,2121565,1346752,177,High,Tamil Nadu,2021-12-17
LN04208,CUST04208,Education Loan,1544808,189368,38,Medium,Delhi,2022-02-10
LN04209,CUST04209,Auto Loan,3399183,2579116,98,High,Maharashtra,2023-06-06
LN04210,CUST04210,Auto Loan,4871320,1277345,35,Medium,Tamil Nadu,2022-07-06
LN04211,CUST04211,Personal Loan,2634093,2390884,151,High,Telangana,2024-12-29
LN04212,CUST04212,Personal Loan,2930887,1661061,57,Medium,Telangana,2021-07-12
LN04213,CUST04213,Education Loan,125769,112714,113,High,Tamil Nadu,2024-12-20
LN04214,CUST04214,Personal Loan,4909785,679510,113,High,Tamil Nadu,2023-07-08
LN04215,CUST04215,Education Loan,1247216,988759,108,High,Telangana,2021-09-15
LN04216,CUST04216,Home Loan,3723142,2780240,158,High,Delhi,2022-09-19
LN04217,CUST04217,Home Loan,4768054,509077,141,High,Telangana,2022-07-25
LN04218,CUST04218,Auto Loan,4227782,1491948,143,High,Tamil Nadu,2023-11-05
LN04219,CUST04219,Business Loan,4839715,2868236,103,High,Tamil Nadu,2020-06-03
LN04220,CUST04220,Business Loan,1673541,1442973,129,High,Tamil Nadu,2020-08-18
LN04221,CUST04221,Education Loan,3925900,1409842,73,High,Delhi,2022-11-28
LN04222,CUST04222,Auto Loan,1780216,1014088,148,High,Telangana,2024-07-13
LN04223,CUST04223,Business Loan,946052,493924,74,High,Telangana,2022-12-29
LN04224,CUST04224,Home Loan,2274835,835690,80,High,Karnataka,2024-06-10
LN04225,CUST04225,Business Loan,1448089,1224358,100,High,Karnataka,2021-10-31
LN04226,CUST04226,Personal Loan,1042100,980498,8,Medium,Maharashtra,2022-03-27
LN04227,CUST04227,Personal Loan,3897694,553701,101,High,Delhi,2021-08-16
LN04228,CUST04228,Business Loan,563437,65821,139,High,Maharashtra,2021-07-08
LN04229,CUST04229,Business Loan,2169488,968922,133,High,Karnataka,2024-04-26
LN04230,CUST04230,Personal Loan,54569,41912,138,High,Telangana,2023-02-11
LN04231,CUST04231,Personal Loan,395182,212470,123,High,Tamil Nadu,2023-09-27
LN04232,CUST04232,Business Loan,4672670,2455041,158,High,Telangana,2024-02-18
LN04233,CUST04233,Education Loan,2247072,1972489,27,Medium,Telangana,2021-12-12
LN04234,CUST04234,Education Loan,2034429,233995,38,Medium,Delhi,2024-06-02
LN04235,CUST04235,Auto Loan,156748,28058,0,Low,Maharashtra,2020-04-04
LN04236,CUST04236,Auto Loan,3324722,3179671,103,High,Karnataka,2023-04-27
LN04237,CUST04237,Business Loan,3035429,3009074,52,Medium,Karnataka,2025-02-09
LN04238,CUST04238,Auto Loan,3299768,1558000,24,Medium,Telangana,2021-06-18
LN04239,CUST04239,Business Loan,1657105,1084839,138,High,Tamil Nadu,2022-06-03
LN04240,CUST04240,Education Loan,4827163,917131,128,High,Delhi,2025-02-14
LN04241,CUST04241,Home Loan,1042499,660853,120,High,Maharashtra,2022-04-28
LN04242,CUST04242,Home Loan,311976,90440,161,High,Maharashtra,2022-05-25
LN04243,CUST04243,Auto Loan,1080752,157992,59,Medium,Tamil Nadu,2025-02-24
LN04244,CUST04244,Auto Loan,2591883,1316425,33,Medium,Telangana,2023-05-04
LN04245,CUST04245,Home Loan,3350033,2364827,70,High,Tamil Nadu,2025-05-09
LN04246,CUST04246,Education Loan,4736095,3836344,95,High,Maharashtra,2021-09-08
LN04247,CUST04247,Home Loan,3219466,916544,32,Medium,Karnataka,2021-10-24
LN04248,CUST04248,Auto Loan,3709009,2374463,35,Medium,Tamil Nadu,2025-03-24
LN04249,CUST04249,Education Loan,1545356,540907,46,Medium,Karnataka,2023-06-01
LN04250,CUST04250,Home Loan,2833216,1272806,55,Medium,Tamil Nadu,2022-06-19
LN04251,CUST04251,Home Loan,2219460,1268223,78,High,Delhi,2025-01-18
LN04252,CUST04252,Education Loan,2596563,2529545,73,High,Tamil Nadu,2022-02-01
LN04253,CUST04253,Business Loan,1919295,1451860,111,High,Tamil Nadu,2020-12-15
LN04254,CUST04254,Home Loan,1994145,1320084,57,Medium,Tamil Nadu,2020-01-13
LN04255,CUST04255,Education Loan,736487,217491,73,High,Tamil Nadu,2024-02-01
LN04256,CUST04256,Auto Loan,1880070,401135,42,Medium,Telangana,2020-04-25
LN04257,CUST04257,Home Loan,2139911,1041079,32,Medium,Maharashtra,2025-04-22
LN04258,CUST04258,Home Loan,620336,557276,60,Medium,Maharashtra,2023-07-21
LN04259,CUST04259,Education Loan,4199454,1078672,108,High,Tamil Nadu,2023-01-02
LN04260,CUST04260,Business Loan,2116791,1506639,88,High,Telangana,2021-10-19
LN04261,CUST04261,Auto Loan,4698495,3193831,43,Medium,Maharashtra,2023-04-11
LN04262,CUST04262,Auto Loan,1478673,874059,35,Medium,Tamil Nadu,2020-07-26
LN04263,CUST04263,Education Loan,1020194,628778,83,High,Delhi,2022-01-24
LN04264,CUST04264,Business Loan,754923,545911,17,Medium,Karnataka,2021-11-19
LN04265,CUST04265,Home Loan,4488353,4021037,163,High,Karnataka,2022-01-13
LN04266,CUST04266,Auto Loan,828011,353675,114,High,Delhi,2021-09-21
LN04267,CUST04267,Auto Loan,4006201,1366656,93,High,Maharashtra,2021-12-31
LN04268,CUST04268,Personal Loan,2546140,2093230,135,High,Tamil Nadu,2020-08-17
LN04269,CUST04269,Education Loan,1048936,478612,148,High,Tamil Nadu,2023-12-09
LN04270,CUST04270,Business Loan,3904249,1226930,66,High,Tamil Nadu,2024-10-01
LN04271,CUST04271,Business Loan,1754351,252289,85,High,Maharashtra,2022-09-27
LN04272,CUST04272,Business Loan,4532164,580241,56,Medium,Maharashtra,2020-09-12
LN04273,CUST04273,Business Loan,1876814,1071180,21,Medium,Karnataka,2023-11-10
LN04274,CUST04274,Personal Loan,2060295,1937224,164,High,Telangana,2025-02-23
LN04275,CUST04275,Business Loan,1578570,1053600,9,Medium,Telangana,2022-08-29
LN04276,CUST04276,Business Loan,4537468,4185101,44,Medium,Telangana,2020-05-19
LN04277,CUST04277,Auto Loan,1510358,1157498,139,High,Delhi,2021-02-06
LN04278,CUST04278,Home Loan,2442775,2067939,47,Medium,Tamil Nadu,2023-11-02
LN04279,CUST04279,Home Loan,2679500,1029380,31,Medium,Delhi,2023-11-17
LN04280,CUST04280,Auto Loan,3477532,1718093,169,High,Maharashtra,2025-03-12
LN04281,CUST04281,Auto Loan,1949400,1207090,131,High,Karnataka,2020-07-26
LN04282,CUST04282,Business Loan,4785579,1379325,91,High,Delhi,2023-11-05
LN04283,CUST04283,Education Loan,1626987,776193,71,High,Delhi,2022-10-13
LN04284,CUST04284,Home Loan,4069743,2263763,96,High,Maharashtra,2023-04-28
LN04285,CUST04285,Education Loan,4989634,1046776,79,High,Maharashtra,2021-03-05
LN04286,CUST04286,Education Loan,1195478,658415,96,High,Delhi,2021-06-20
LN04287,CUST04287,Auto Loan,491729,368773,150,High,Telangana,2023-04-14
LN04288,CUST04288,Home Loan,359801,94787,12,Medium,Telangana,2023-05-04
LN04289,CUST04289,Business Loan,2904511,2302419,58,Medium,Telangana,2020-02-04
LN04290,CUST04290,Business Loan,2012536,1947468,175,High,Tamil Nadu,2020-12-01
LN04291,CUST04291,Home Loan,762900,642838,152,High,Delhi,2023-09-20
LN04292,CUST04292,Business Loan,2486969,1454515,43,Medium,Tamil Nadu,2022-03-09
LN04293,CUST04293,Auto Loan,4366775,3693465,132,High,Tamil Nadu,2023-06-22
LN04294,CUST04294,Business Loan,3890482,2833651,94,High,Delhi,2020-12-15
LN04295,CUST04295,Business Loan,3161630,2372539,84,High,Telangana,2021-12-14
LN04296,CUST04296,Business Loan,1110474,1102420,132,High,Karnataka,2024-09-21
LN04297,CUST04297,Business Loan,480689,141994,36,Medium,Karnataka,2022-06-22
LN04298,CUST04298,Business Loan,3931918,3459764,137,High,Telangana,2023-09-14
LN04299,CUST04299,Home Loan,1204767,748027,135,High,Telangana,2021-01-19
LN04300,CUST04300,Business Loan,3840419,727761,118,High,Karnataka,2025-03-11
LN04301,CUST04301,Auto Loan,4920421,3002322,67,High,Tamil Nadu,2024-07-18
LN04302,CUST04302,Home Loan,2280328,1894858,52,Medium,Delhi,2022-10-13
LN04303,CUST04303,Personal Loan,4437848,2084673,133,High,Karnataka,2020-06-18
LN04304,CUST04304,Personal Loan,1875678,1525959,7,Medium,Maharashtra,2022-12-17
LN04305,CUST04305,Business Loan,2916546,2113732,137,High,Karnataka,2024-05-06
LN04306,CUST04306,Home Loan,4899640,2551562,156,High,Delhi,2024-09-04
LN04307,CUST04307,Business Loan,719296,360394,86,High,Telangana,2020-01-24
LN04308,CUST04308,Home Loan,4855486,1885807,26,Medium,Delhi,2022-08-16
LN04309,CUST04309,Business Loan,444214,238620,80,High,Maharashtra,2023-02-21
LN04310,CUST04310,Education Loan,3598032,2814314,53,Medium,Maharashtra,2024-08-12
LN04311,CUST04311,Auto Loan,800195,738529,168,High,Tamil Nadu,2024-03-04
LN04312,CUST04312,Business Loan,4566938,3606019,5,Medium,Delhi,2025-05-22
LN04313,CUST04313,Home Loan,2721074,1090662,32,Medium,Delhi,2020-02-10
LN04314,CUST04314,Home Loan,1072240,710861,61,High,Telangana,2020-06-12
LN04315,CUST04315,Home Loan,2135573,2012177,136,High,Maharashtra,2024-10-12
LN04316,CUST04316,Business Loan,4028805,1692099,34,Medium,Tamil Nadu,2021-12-16
LN04317,CUST04317,Home Loan,2091361,1726440,109,High,Karnataka,2023-03-21
LN04318,CUST04318,Home Loan,4505347,1826643,136,High,Karnataka,2024-10-18
LN04319,CUST04319,Business Loan,1081940,152985,72,High,Tamil Nadu,2020-05-04
LN04320,CUST04320,Personal Loan,2561019,1146037,118,High,Maharashtra,2022-03-31
LN04321,CUST04321,Home Loan,2929398,2519819,127,High,Maharashtra,2022-02-15
LN04322,CUST04322,Education Loan,1223238,1044798,20,Medium,Maharashtra,2023-11-14
LN04323,CUST04323,Auto Loan,4325312,3455049,153,High,Delhi,2023-03-09
LN04324,CUST04324,Personal Loan,1803099,921085,61,High,Telangana,2020-05-03
LN04325,CUST04325,Home Loan,2850649,2569083,82,High,Delhi,2020-07-04
LN04326,CUST04326,Auto Loan,2498624,2138820,170,High,Maharashtra,2020-06-25
LN04327,CUST04327,Auto Loan,3286610,1903930,61,High,Telangana,2022-09-25
LN04328,CUST04328,Business Loan,1609755,909801,88,High,Karnataka,2020-07-26
LN04329,CUST04329,Education Loan,2484183,1280633,100,High,Telangana,2020-03-28
LN04330,CUST04330,Personal Loan,4311900,4252257,61,High,Delhi,2022-09-22
LN04331,CUST04331,Personal Loan,3883054,506471,40,Medium,Telangana,2023-05-02
LN04332,CUST04332,Education Loan,3222658,2041339,1,Medium,Tamil Nadu,2025-02-15
LN04333,CUST04333,Personal Loan,2524515,995216,133,High,Karnataka,2022-02-12
LN04334,CUST04334,Auto Loan,2201046,364153,180,High,Delhi,2020-06-05
LN04335,CUST04335,Home Loan,929487,746684,178,High,Delhi,2025-05-17
LN04336,CUST04336,Auto Loan,1767464,878793,137,High,Tamil Nadu,2022-04-18
LN04337,CUST04337,Auto Loan,409482,236667,31,Medium,Karnataka,2021-01-21
LN04338,CUST04338,Business Loan,4637418,468868,34,Medium,Delhi,2021-03-14
LN04339,CUST04339,Home Loan,2265085,525792,124,High,Delhi,2021-03-03
LN04340,CUST04340,Education Loan,1176765,332526,67,High,Tamil Nadu,2023-10-17
LN04341,CUST04341,Auto Loan,3852452,872032,135,High,Telangana,2021-04-15
LN04342,CUST04342,Business Loan,2709092,1157646,5,Medium,Telangana,2022-04-23
LN04343,CUST04343,Business Loan,426678,262023,126,High,Delhi,2021-06-16
LN04344,CUST04344,Business Loan,80146,30781,44,Medium,Telangana,2023-01-03
LN04345,CUST04345,Auto Loan,4321038,2337762,69,High,Tamil Nadu,2024-03-25
LN04346,CUST04346,Auto Loan,988566,840106,60,Medium,Tamil Nadu,2023-01-06
LN04347,CUST04347,Education Loan,1189045,1148521,31,Medium,Delhi,2021-06-28
LN04348,CUST04348,Personal Loan,228450,191089,108,High,Telangana,2025-05-19
LN04349,CUST04349,Business Loan,1055107,932664,27,Medium,Delhi,2024-09-14
LN04350,CUST04350,Auto Loan,344564,140936,78,High,Maharashtra,2023-04-24
LN04351,CUST04351,Business Loan,4434871,4223166,16,Medium,Telangana,2022-10-07
LN04352,CUST04352,Personal Loan,4650117,2435886,113,High,Tamil Nadu,2025-05-23
LN04353,CUST04353,Business Loan,1916001,1727340,59,Medium,Maharashtra,2022-04-08
LN04354,CUST04354,Auto Loan,4033719,2288740,3,Medium,Tamil Nadu,2020-07-12
LN04355,CUST04355,Personal Loan,120705,91374,3,Medium,Telangana,2025-02-13
LN04356,CUST04356,Home Loan,2978518,1107357,131,High,Delhi,2025-06-08
LN04357,CUST04357,Home Loan,1612711,1304116,32,Medium,Delhi,2020-09-29
LN04358,CUST04358,Auto Loan,2268848,1878442,42,Medium,Karnataka,2025-03-07
LN04359,CUST04359,Auto Loan,618916,240553,59,Medium,Karnataka,2023-06-05
LN04360,CUST04360,Home Loan,3037178,2192035,118,High,Maharashtra,2020-01-15
LN04361,CUST04361,Auto Loan,2394603,517478,5,Medium,Karnataka,2023-12-19
LN04362,CUST04362,Education Loan,2332635,651455,144,High,Maharashtra,2020-11-22
LN04363,CUST04363,Auto Loan,3164114,1323874,141,High,Karnataka,2020-05-01
LN04364,CUST04364,Business Loan,4099358,3407130,157,High,Tamil Nadu,2020-07-21
LN04365,CUST04365,Personal Loan,1259623,706973,139,High,Delhi,2020-02-27
LN04366,CUST04366,Business Loan,4731018,4454916,38,Medium,Delhi,2021-06-07
LN04367,CUST04367,Business Loan,3463105,1204825,46,Medium,Maharashtra,2022-02-03
LN04368,CUST04368,Home Loan,4210824,3952610,76,High,Maharashtra,2021-01-14
LN04369,CUST04369,Auto Loan,167346,86206,177,High,Maharashtra,2020-12-19
LN04370,CUST04370,Education Loan,886166,201738,136,High,Telangana,2020-04-15
LN04371,CUST04371,Home Loan,1664126,807047,97,High,Telangana,2022-06-02
LN04372,CUST04372,Home Loan,3250107,1227256,12,Medium,Delhi,2020-01-25
LN04373,CUST04373,Personal Loan,4631483,2138169,114,High,Maharashtra,2020-04-24
LN04374,CUST04374,Personal Loan,344842,51155,152,High,Tamil Nadu,2024-05-15
LN04375,CUST04375,Personal Loan,3329305,2069810,34,Medium,Karnataka,2023-03-15
LN04376,CUST04376,Auto Loan,1699148,1028215,139,High,Telangana,2020-03-04
LN04377,CUST04377,Home Loan,2893437,2239049,121,High,Telangana,2021-10-03
LN04378,CUST04378,Home Loan,552750,105491,126,High,Maharashtra,2020-10-06
LN04379,CUST04379,Auto Loan,4773506,580733,6,Medium,Delhi,2021-03-18
LN04380,CUST04380,Business Loan,3921167,767402,48,Medium,Karnataka,2023-09-02
LN04381,CUST04381,Education Loan,1490031,485066,23,Medium,Karnataka,2021-02-22
LN04382,CUST04382,Business Loan,3243331,2699867,10,Medium,Telangana,2022-08-25
LN04383,CUST04383,Home Loan,3320278,2410783,36,Medium,Maharashtra,2020-09-02
LN04384,CUST04384,Home Loan,2179748,881121,71,High,Delhi,2024-06-10
LN04385,CUST04385,Home Loan,4210564,886453,145,High,Maharashtra,2023-01-25
LN04386,CUST04386,Home Loan,4025872,3901620,1,Medium,Delhi,2021-06-09
LN04387,CUST04387,Auto Loan,2104188,1064089,13,Medium,Maharashtra,2024-08-16
LN04388,CUST04388,Personal Loan,2579453,1487445,33,Medium,Maharashtra,2022-01-08
LN04389,CUST04389,Personal Loan,828823,762302,101,High,Karnataka,2020-10-22
LN04390,CUST04390,Auto Loan,1569040,607107,150,High,Tamil Nadu,2024-03-26
LN04391,CUST04391,Home Loan,1240478,159735,149,High,Tamil Nadu,2021-09-16
LN04392,CUST04392,Education Loan,4030061,1159216,96,High,Telangana,2020-02-16
LN04393,CUST04393,Personal Loan,1582024,1040403,164,High,Tamil Nadu,2021-10-08
LN04394,CUST04394,Home Loan,1934494,467232,120,High,Delhi,2020-06-10
LN04395,CUST04395,Education Loan,2567487,357857,173,High,Maharashtra,2021-07-07
LN04396,CUST04396,Auto Loan,3062267,2757151,138,High,Tamil Nadu,2020-08-17
LN04397,CUST04397,Education Loan,360843,104982,27,Medium,Karnataka,2023-03-23
LN04398,CUST04398,Home Loan,2731579,2525599,148,High,Karnataka,2020-12-15
LN04399,CUST04399,Education Loan,4583980,4152918,103,High,Tamil Nadu,2024-02-09
LN04400,CUST04400,Business Loan,4545124,4166035,105,High,Tamil Nadu,2022-09-07
LN04401,CUST04401,Business Loan,3639987,2518591,172,High,Delhi,2020-09-16
LN04402,CUST04402,Personal Loan,3939033,1985092,15,Medium,Karnataka,2022-10-21
LN04403,CUST04403,Business Loan,2308500,885080,116,High,Tamil Nadu,2020-02-18
LN04404,CUST04404,Business Loan,1985430,1117770,168,High,Telangana,2025-06-22
LN04405,CUST04405,Home Loan,4785831,1397433,146,High,Karnataka,2022-10-01
LN04406,CUST04406,Auto Loan,4808469,1576645,21,Medium,Delhi,2021-09-07
LN04407,CUST04407,Home Loan,472382,258874,146,High,Telangana,2025-03-26
LN04408,CUST04408,Personal Loan,3347042,2884544,160,High,Maharashtra,2024-09-03
LN04409,CUST04409,Personal Loan,2784982,1245122,71,High,Telangana,2021-07-04
LN04410,CUST04410,Business Loan,3716209,1505839,114,High,Karnataka,2022-10-29
LN04411,CUST04411,Personal Loan,1033718,338253,146,High,Telangana,2022-04-20
LN04412,CUST04412,Auto Loan,2351171,2045770,47,Medium,Maharashtra,2024-01-03
LN04413,CUST04413,Home Loan,1460733,284313,42,Medium,Maharashtra,2024-03-02
LN04414,CUST04414,Education Loan,1294738,159975,91,High,Tamil Nadu,2020-01-04
LN04415,CUST04415,Personal Loan,1877072,191855,15,Medium,Karnataka,2020-02-07
LN04416,CUST04416,Business Loan,4403663,2021213,63,High,Tamil Nadu,2024-03-03
LN04417,CUST04417,Education Loan,3853705,1388952,151,High,Karnataka,2023-06-07
LN04418,CUST04418,Home Loan,78174,75470,133,High,Telangana,2024-04-22
LN04419,CUST04419,Business Loan,804817,207692,64,High,Karnataka,2022-04-11
LN04420,CUST04420,Home Loan,244134,176363,23,Medium,Delhi,2023-03-08
LN04421,CUST04421,Personal Loan,2022136,493431,175,High,Delhi,2021-02-16
LN04422,CUST04422,Education Loan,4931937,4350536,158,High,Karnataka,2022-03-06
LN04423,CUST04423,Home Loan,4594755,3794603,86,High,Tamil Nadu,2023-01-17
LN04424,CUST04424,Home Loan,4643712,2248029,122,High,Tamil Nadu,2022-03-06
LN04425,CUST04425,Personal Loan,390833,65644,5,Medium,Telangana,2024-07-29
LN04426,CUST04426,Business Loan,4370552,1600261,175,High,Maharashtra,2021-05-25
LN04427,CUST04427,Education Loan,1046069,1038172,24,Medium,Maharashtra,2025-05-05
LN04428,CUST04428,Education Loan,741908,174980,133,High,Karnataka,2021-10-13
LN04429,CUST04429,Home Loan,4708160,3569400,177,High,Tamil Nadu,2021-11-06
LN04430,CUST04430,Business Loan,1237169,771832,38,Medium,Karnataka,2021-01-22
LN04431,CUST04431,Auto Loan,150984,33032,92,High,Maharashtra,2021-10-25
LN04432,CUST04432,Personal Loan,2379802,1969694,105,High,Karnataka,2022-07-03
LN04433,CUST04433,Auto Loan,3196246,2730317,155,High,Telangana,2021-05-27
LN04434,CUST04434,Auto Loan,4932208,2786147,103,High,Delhi,2022-06-23
LN04435,CUST04435,Personal Loan,500204,100084,14,Medium,Telangana,2020-10-09
LN04436,CUST04436,Auto Loan,184485,54959,180,High,Telangana,2025-02-07
LN04437,CUST04437,Home Loan,4302987,1068702,35,Medium,Maharashtra,2022-11-17
LN04438,CUST04438,Education Loan,2474189,252151,38,Medium,Delhi,2020-10-15
LN04439,CUST04439,Home Loan,4503331,1904291,128,High,Karnataka,2022-10-14
LN04440,CUST04440,Auto Loan,2774298,847616,119,High,Maharashtra,2024-06-05
LN04441,CUST04441,Auto Loan,1666093,1029767,79,High,Maharashtra,2025-05-01
LN04442,CUST04442,Personal Loan,2939378,2199970,4,Medium,Karnataka,2021-08-26
LN04443,CUST04443,Home Loan,1387734,337375,143,High,Maharashtra,2023-02-03
LN04444,CUST04444,Auto Loan,949115,670528,29,Medium,Delhi,2025-04-05
LN04445,CUST04445,Home Loan,1532178,1477666,83,High,Tamil Nadu,2023-03-02
LN04446,CUST04446,Home Loan,2456395,1913221,29,Medium,Karnataka,2020-05-04
LN04447,CUST04447,Education Loan,1500331,609441,14,Medium,Tamil Nadu,2022-05-23
LN04448,CUST04448,Education Loan,247397,38837,21,Medium,Maharashtra,2023-02-24
LN04449,CUST04449,Personal Loan,4431970,1044342,117,High,Karnataka,2020-03-01
LN04450,CUST04450,Home Loan,1524558,572942,32,Medium,Telangana,2024-02-14
LN04451,CUST04451,Education Loan,625825,430472,22,Medium,Maharashtra,2020-03-01
LN04452,CUST04452,Auto Loan,4515688,3451880,95,High,Karnataka,2022-10-16
LN04453,CUST04453,Education Loan,3700941,3521820,83,High,Maharashtra,2025-05-11
LN04454,CUST04454,Auto Loan,2667720,1868306,11,Medium,Tamil Nadu,2023-09-03
LN04455,CUST04455,Personal Loan,1260698,1048409,107,High,Maharashtra,2024-10-11
LN04456,CUST04456,Auto Loan,3261321,431632,27,Medium,Telangana,2020-06-29
LN04457,CUST04457,Auto Loan,2034726,217824,93,High,Delhi,2024-01-12
LN04458,CUST04458,Personal Loan,2643150,2327149,38,Medium,Tamil Nadu,2021-04-26
LN04459,CUST04459,Auto Loan,4733647,4012146,21,Medium,Delhi,2022-04-19
LN04460,CUST04460,Business Loan,1468320,489049,81,High,Karnataka,2024-03-14
LN04461,CUST04461,Personal Loan,3899090,3192452,46,Medium,Delhi,2022-07-16
LN04462,CUST04462,Home Loan,4323055,2076407,107,High,Delhi,2025-03-29
LN04463,CUST04463,Auto Loan,3407031,980933,33,Medium,Tamil Nadu,2020-06-05
LN04464,CUST04464,Business Loan,3757175,2090221,139,High,Delhi,2022-11-11
LN04465,CUST04465,Auto Loan,2511652,2236349,119,High,Karnataka,2023-09-18
LN04466,CUST04466,Personal Loan,4900134,994080,163,High,Maharashtra,2022-01-10
LN04467,CUST04467,Home Loan,356179,252033,27,Medium,Telangana,2021-09-13
LN04468,CUST04468,Business Loan,4794808,4534303,77,High,Maharashtra,2020-09-14
LN04469,CUST04469,Personal Loan,2677370,1408064,53,Medium,Tamil Nadu,2020-04-19
LN04470,CUST04470,Auto Loan,3567143,3455972,96,High,Telangana,2020-11-08
LN04471,CUST04471,Home Loan,1315135,313714,86,High,Delhi,2024-09-23
LN04472,CUST04472,Auto Loan,3038696,990170,91,High,Tamil Nadu,2023-03-23
LN04473,CUST04473,Personal Loan,194216,124191,168,High,Tamil Nadu,2024-06-28
LN04474,CUST04474,Auto Loan,787706,208504,25,Medium,Telangana,2022-10-06
LN04475,CUST04475,Personal Loan,4636068,2772281,20,Medium,Telangana,2020-10-27
LN04476,CUST04476,Education Loan,2139414,219228,171,High,Delhi,2021-04-23
LN04477,CUST04477,Auto Loan,1940350,901536,173,High,Telangana,2024-06-03
LN04478,CUST04478,Auto Loan,4248018,4092432,128,High,Maharashtra,2024-01-22
LN04479,CUST04479,Home Loan,4481157,2615803,70,High,Telangana,2024-06-29
LN04480,CUST04480,Education Loan,4553343,552638,103,High,Delhi,2021-06-15
LN04481,CUST04481,Home Loan,2963503,708816,25,Medium,Karnataka,2021-01-07
LN04482,CUST04482,Home Loan,1400547,918244,79,High,Maharashtra,2023-09-06
LN04483,CUST04483,Auto Loan,740061,269552,63,High,Karnataka,2020-08-30
LN04484,CUST04484,Education Loan,477464,210776,156,High,Telangana,2022-05-18
LN04485,CUST04485,Home Loan,2060895,1247684,36,Medium,Karnataka,2024-01-01
LN04486,CUST04486,Business Loan,3280038,549761,14,Medium,Maharashtra,2020-11-30
LN04487,CUST04487,Home Loan,1741516,394424,152,High,Delhi,2023-02-01
LN04488,CUST04488,Business Loan,465224,88560,22,Medium,Tamil Nadu,2020-03-07
LN04489,CUST04489,Home Loan,1810404,805601,121,High,Karnataka,2021-05-07
LN04490,CUST04490,Home Loan,4213953,3556798,25,Medium,Telangana,2024-08-11
LN04491,CUST04491,Education Loan,4703797,3951155,11,Medium,Karnataka,2024-12-16
LN04492,CUST04492,Education Loan,1355167,879540,175,High,Telangana,2024-03-18
LN04493,CUST04493,Home Loan,4305765,1514260,25,Medium,Telangana,2023-08-20
LN04494,CUST04494,Auto Loan,3964622,3841980,134,High,Tamil Nadu,2024-11-11
LN04495,CUST04495,Auto Loan,129067,95309,30,Medium,Karnataka,2021-02-25
LN04496,CUST04496,Education Loan,2908217,1228067,86,High,Telangana,2020-12-05
LN04497,CUST04497,Home Loan,239866,147861,42,Medium,Telangana,2022-12-18
LN04498,CUST04498,Education Loan,4433771,3566780,0,Low,Delhi,2020-10-08
LN04499,CUST04499,Education Loan,521759,427071,58,Medium,Delhi,2020-08-17
LN04500,CUST04500,Education Loan,937377,541218,7,Medium,Telangana,2023-11-14
LN04501,CUST04501,Business Loan,981707,915217,157,High,Delhi,2025-06-21
LN04502,CUST04502,Personal Loan,1138660,1051038,51,Medium,Telangana,2024-12-05
LN04503,CUST04503,Business Loan,3272880,1381376,123,High,Delhi,2024-05-05
LN04504,CUST04504,Home Loan,4541880,1284515,124,High,Tamil Nadu,2024-09-11
LN04505,CUST04505,Personal Loan,388215,273392,107,High,Telangana,2024-11-03
LN04506,CUST04506,Home Loan,108503,34713,73,High,Telangana,2020-01-31
LN04507,CUST04507,Business Loan,3123052,1788272,119,High,Telangana,2020-03-05
